,ticker,name,market,locale,primary_exchange,type,active,currency_name,cik,composite_figi,share_class_figi,last_updated_utc
1233,COLD,Americold Realty Trust,stocks,us,XNYS,CS,True,usd,0001455863,BBG000QF05R6,BBG001SMQ866,2022-01-26T00:00:00Z
1234,COLI,Colicity Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001829615,BBG00Z6PQPZ8,BBG00Z6PQQT3,2022-01-26T00:00:00Z
1235,COLL,"Collegium Pharmaceutical, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001267565,BBG000N7LPW4,BBG001T535S9,2022-01-26T00:00:00Z
1236,COLM,Columbia Sportswear Co,stocks,us,XNAS,CS,True,usd,0001050797,BBG000BKKQ84,BBG001S90WD2,2022-01-26T00:00:00Z
1237,COMM,"CommScope Holding Company, Inc.",stocks,us,XNAS,CS,True,usd,0001517228,BBG004LTL7L2,BBG004LTL7M1,2022-01-26T00:00:00Z
1238,COMP,"Compass, Inc.",stocks,us,XNYS,CS,True,usd,0001563190,BBG00J5SXTH3,BBG00J5SXTJ1,2022-01-26T00:00:00Z
1239,COMS,ComSovereign Holding Corp. Common,stocks,us,XNAS,CS,True,usd,0001178727,BBG000BF33J3,BBG001SF1626,2022-01-26T00:00:00Z
1240,CONE,CyrusOne Inc Common Stock,stocks,us,XNAS,CS,True,usd,0001553023,BBG0038V5TX1,BBG0038V5TY0,2022-01-26T00:00:00Z
1241,CONN,Conn's Inc.,stocks,us,XNAS,CS,True,usd,0001223389,BBG000BRV2X2,BBG001SBSKG0,2022-01-26T00:00:00Z
1242,CONX,CONX Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001823000,BBG00XS14F06,BBG00XS14F15,2022-01-26T00:00:00Z
1243,COO,"The Cooper Companies, Inc.",stocks,us,XNYS,CS,True,usd,0000711404,BBG000BG3445,BBG001S5Q1H6,2022-01-26T00:00:00Z
1244,COOK,"Traeger, Inc.",stocks,us,XNYS,CS,True,usd,0001857853,BBG011PTS772,BBG011PTS834,2022-01-26T00:00:00Z
1245,COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001829953,,,2022-01-26T00:00:00Z
1246,COOP,Mr. Cooper Group Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0000933136,BBG002V098F7,BBG002V09956,2022-01-26T00:00:00Z
1247,COP,ConocoPhillips,stocks,us,XNYS,CS,True,usd,0001163165,BBG000BQQH30,BBG001S5TZM2,2022-01-26T00:00:00Z
1248,CORR,"CorEnergy Infrastructure Trust, Inc. (NEW",stocks,us,XNYS,CS,True,usd,0001347652,BBG000CN80Y9,BBG001SM2S77,2022-01-26T00:00:00Z
1249,CORS,Corsair Partnering Corporation,stocks,us,XNYS,CS,True,usd,0001842659,,,2022-01-26T00:00:00Z
1250,CORT,Corcept Therapeutics Inc.,stocks,us,XNAS,CS,True,usd,0001088856,BBG000BF8JD9,BBG001S8QGV1,2022-01-26T00:00:00Z
1251,CORZ,"Core Scientific, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001839341,BBG00Z5H4460,BBG00Z5H4479,2022-01-26T00:00:00Z
1252,COST,Costco Wholesale Corp,stocks,us,XNAS,CS,True,usd,0000909832,BBG000F6H8W8,BBG001S9KRQ7,2022-01-26T00:00:00Z
1253,COTY,COTY INC,stocks,us,XNYS,CS,True,usd,0001024305,BBG000F395V1,BBG001S8GLM1,2022-01-26T00:00:00Z
1254,COUP,Coupa Software Incorporated,stocks,us,XNAS,CS,True,usd,0001385867,BBG001J4BCN4,BBG001V0GVM2,2022-01-26T00:00:00Z
1255,COUR,"Coursera, Inc.",stocks,us,XNYS,CS,True,usd,0001651562,BBG002WLDMW5,BBG002WLDMY3,2022-01-26T00:00:00Z
1256,COVA,COVA Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001837160,,,2022-01-26T00:00:00Z
1257,COWN,Cowen Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001466538,BBG000ND1SB0,BBG001SQLFT1,2022-01-26T00:00:00Z
1258,CP,Canadian Pacific Railway,stocks,us,XNYS,CS,True,usd,0000016875,BBG000BCVMH9,BBG001S7F4Z8,2022-01-26T00:00:00Z
1259,CPA,"Copa Holdings, S.A.",stocks,us,XNYS,CS,True,usd,0001345105,,,2022-01-26T00:00:00Z
1260,CPAA,Conyers Park III Acquisition Corp. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001841137,BBG011PRC5D0,BBG011PRC6C9,2022-01-26T00:00:00Z
1261,CPAR,Catalyst Partners Acquisition Corp. Class A Ordinary Share,stocks,us,XNAS,CS,True,usd,0001848410,,,2022-01-26T00:00:00Z
1262,CPB,Campbell Soup Company,stocks,us,XNYS,CS,True,usd,0000016732,BBG000BG4202,BBG001S5Q2B0,2022-01-26T00:00:00Z
1263,CPE,Callon Petroleum Company,stocks,us,XNYS,CS,True,usd,0000928022,BBG000JH30V3,BBG001SB5DH0,2022-01-26T00:00:00Z
1264,CPF,Central Pacific Financial Corporation,stocks,us,XNYS,CS,True,usd,0000701347,BBG000BG4LG3,BBG001S5Q2C9,2022-01-26T00:00:00Z
1265,CPG,CRESCENT POINT ENERGY CORP.,stocks,us,XNYS,CS,True,usd,0001545851,BBG000PPJTH4,BBG001SLLJ78,2022-01-26T00:00:00Z
1266,CPHC,Canterbury Park Holding Corporation 'New' Common Stock,stocks,us,XNAS,CS,True,usd,0001672909,BBG00CSK7SL6,BBG00CSK7SM5,2022-01-26T00:00:00Z
1267,CPHI,"China Pharma Holdings, Inc.",stocks,us,XASE,CS,True,usd,0001106644,BBG000MQB9Q7,BBG001SKGJF7,2022-01-26T00:00:00Z
1268,CPIX,Cumberland Pharmaceuticals Inc,stocks,us,XNAS,CS,True,usd,0001087294,BBG000R93GV7,BBG001STBRH3,2022-01-26T00:00:00Z
1269,CPK,Chesapeake Utilities,stocks,us,XNYS,CS,True,usd,0000019745,BBG000G4GKH3,BBG001SCP5R2,2022-01-26T00:00:00Z
1270,CPLG,CorePoint Lodging Inc. Common Stock,stocks,us,XNYS,CS,True,usd,0001707178,BBG00FSCQ331,BBG00FSCQ340,2022-01-26T00:00:00Z
1271,CPLP,Capital Product Partners L.P.,stocks,us,XNAS,CS,True,usd,0001392326,,,2022-01-26T00:00:00Z
1272,CPNG,"Coupang, Inc.",stocks,us,XNYS,CS,True,usd,0001834584,BBG00XMJRPQ8,BBG00XMJRPR7,2022-01-26T00:00:00Z
1273,CPOP,"Pop Culture Group Co., Ltd Class A Ordinary Shares",stocks,us,XNAS,CS,True,usd,0001807389,,,2022-01-26T00:00:00Z
1274,CPRI,Capri Holdings Limited,stocks,us,XNYS,CS,True,usd,0001530721,,,2022-01-26T00:00:00Z
1275,CPRT,Copart Inc,stocks,us,XNAS,CS,True,usd,0000900075,BBG000BM9RH1,BBG001S7MTB1,2022-01-26T00:00:00Z
1276,CPRX,Catalyst Pharmaceutical  Inc.,stocks,us,XNAS,CS,True,usd,0001369568,BBG000GZDC67,BBG001SRHS16,2022-01-26T00:00:00Z
1277,CPS,Cooper-Standard Automotive Inc.,stocks,us,XNYS,CS,True,usd,0001320461,BBG000PSXT64,BBG001SRCY63,2022-01-26T00:00:00Z
1278,CPSH,CPS Technologies Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0000814676,BBG000BG6NH6,BBG001S5Q3F4,2022-01-26T00:00:00Z
1279,CPSI,Computer Programs & Systems In,stocks,us,XNAS,CS,True,usd,0001169445,BBG000BCWKS0,BBG001S7FQ16,2022-01-26T00:00:00Z
1280,CPSS,Consumer Portfolio Services,stocks,us,XNAS,CS,True,usd,0000889609,BBG000BGHGF1,BBG001S74NB4,2022-01-26T00:00:00Z
1281,CPT,Camden Property Trust,stocks,us,XNYS,CS,True,usd,0000906345,BBG000BB0V03,BBG001S5Q6V9,2022-01-26T00:00:00Z
1282,CPTK,Crown PropTech Acquisitions,stocks,us,XNYS,CS,True,usd,0001827899,,,2022-01-26T00:00:00Z
1283,CPUH,Compute Health Acquisition Corp.,stocks,us,XNYS,CS,True,usd,0001828608,BBG00Z0X4XG5,BBG00Z0X4Y91,2022-01-26T00:00:00Z
1284,CPZ,Calamos Long/Short Equity & Dynamic Income Trust Common Stock,stocks,us,XNAS,CS,True,usd,0001717457,BBG00PWZGZ79,BBG00PWZGZZ8,2022-01-26T00:00:00Z
1285,CQP,"Cheniere Energy Partners, LP",stocks,us,XASE,CS,True,usd,0001383650,BBG000QMH637,BBG001SSCPS6,2022-01-26T00:00:00Z
1286,CR,Crane Company,stocks,us,XNYS,CS,True,usd,0000025445,BBG000BG7423,BBG001S5Q3X4,2022-01-26T00:00:00Z
1287,CRAI,"CRA International, Inc.",stocks,us,XNAS,CS,True,usd,0001053706,BBG000C1LZX6,BBG001SBRK80,2022-01-26T00:00:00Z
1288,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",stocks,us,XNAS,CS,True,usd,0001595097,BBG0078PJKQ7,BBG0078PJKP8,2022-01-26T00:00:00Z
1289,CRBU,"Caribou Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001619856,BBG008G28LJ5,BBG008G28LH7,2022-01-26T00:00:00Z
1290,CRC,California Resources Corporation,stocks,us,XNYS,CS,True,usd,0001609253,BBG00Y04KP80,BBG00Y04KQ51,2022-01-26T00:00:00Z
1291,CRCT,"Cricut, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001828962,BBG00XJFB215,BBG00XJFB224,2022-01-26T00:00:00Z
1292,CRD.A,Crawford & Company Class A,stocks,us,XNYS,CS,True,usd,0000025475,BBG000BPVR07,BBG001S5TK72,2022-01-26T00:00:00Z
1293,CRD.B,Crawford & Company Class B,stocks,us,XNYS,CS,True,usd,0000025475,BBG000BPW2W6,BBG001S5TKH1,2022-01-26T00:00:00Z
1294,CRDF,"Cardiff Oncology, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001213037,BBG000PXLKM7,BBG001SLWWP7,2022-01-26T00:00:00Z
1295,CRDL,Cardiol Therapeutics Inc. Class A Common Shares,stocks,us,XNAS,CS,True,usd,0001702123,BBG00M0GNP68,BBG00M0GNQ75,2022-01-26T00:00:00Z
1296,CREC,Crescera Capital Acquisition Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001851230,,,2022-01-26T00:00:00Z
1297,CREG,China Recycling Energy Corporation Common Stock,stocks,us,XNAS,CS,True,usd,0000721693,BBG000BSP4V5,BBG001SFMX15,2022-01-26T00:00:00Z
1298,CREX,"CREATIVE REALITIES, INC.",stocks,us,XNAS,CS,True,usd,0001356093,BBG000KP54G0,BBG001SJPL74,2022-01-26T00:00:00Z
1299,CRGY,Crescent Energy Company,stocks,us,XNYS,CS,True,usd,0001866175,BBG013THLHZ4,BBG013THLJ08,2022-01-26T00:00:00Z
1300,CRHC,Cohn Robbins Holdings Corp.,stocks,us,XNYS,CS,True,usd,0001818212,,,2022-01-26T00:00:00Z
1301,CRI,Carter's Inc.,stocks,us,XNYS,CS,True,usd,0001060822,BBG000CTM4J9,BBG001SCJ3Q5,2022-01-26T00:00:00Z
1302,CRIS,Curis Inc,stocks,us,XNAS,CS,True,usd,0001108205,BBG000C1GTC9,BBG001SFR6R1,2022-01-26T00:00:00Z
1303,CRK,"Comstock Resources, Inc.",stocks,us,XNYS,CS,True,usd,0000023194,BBG000DNBK89,BBG001S8FX55,2022-01-26T00:00:00Z
1304,CRKN,Crown Electrokinetics Corp. Common Stock,stocks,us,XNAS,CS,True,usd,0001761696,BBG00PNBLK15,BBG00PNBLKC3,2022-01-26T00:00:00Z
1305,CRL,"Charles River Laboratories International, Inc.",stocks,us,XNYS,CS,True,usd,0001100682,BBG000BG5BL8,BBG001S7Q271,2022-01-26T00:00:00Z
1306,CRM,"salesforce.com, inc.",stocks,us,XNYS,CS,True,usd,0001108524,BBG000BN2DC2,BBG001SDLP09,2022-01-26T00:00:00Z
1307,CRMD,CorMedix Inc.,stocks,us,XNAS,CS,True,usd,0001410098,BBG000Q4BQK0,BBG001T6FWS5,2022-01-26T00:00:00Z
1308,CRMT,America's Car Mart Inc,stocks,us,XNAS,CS,True,usd,0000799850,BBG000CM6L31,BBG001S6Z7P2,2022-01-26T00:00:00Z
1309,CRNC,Cerence Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001768267,BBG00MMDJG84,BBG00MMDJG93,2022-01-26T00:00:00Z
1310,CRNT,Ceragon Networks Ltd,stocks,us,XNAS,CS,True,usd,0001119769,,,2022-01-26T00:00:00Z
1311,CRNX,"Crinetics Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001658247,BBG00BC59224,BBG00BC592C3,2022-01-26T00:00:00Z
1312,CRON,Cronos Group Inc. Common Share,stocks,us,XNAS,CS,True,usd,0001656472,BBG006G267W7,BBG006G267X6,2022-01-26T00:00:00Z
1313,CROX,"Crocs, Inc.",stocks,us,XNAS,CS,True,usd,0001334036,BBG000BLY663,BBG001SDGFR8,2022-01-26T00:00:00Z
1314,CRS,Carpenter Technology Corp,stocks,us,XNYS,CS,True,usd,0000017843,BBG000BGCQT9,BBG001S5Q5M1,2022-01-26T00:00:00Z
1315,CRSP,CRISPR Therapeutics AG,stocks,us,XNAS,CS,True,usd,0001674416,,,2022-01-26T00:00:00Z
1316,CRSR,"Corsair Gaming, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001743759,BBG00HMSHL83,BBG00HMSHL92,2022-01-26T00:00:00Z
1317,CRT,Cross Timbers Royalty Trust,stocks,us,XNYS,CS,True,usd,0000881787,BBG000C88125,BBG001S6R7M4,2022-01-26T00:00:00Z
1318,CRTD,Creatd Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001357671,BBG000GLG775,BBG001SH8YL3,2022-01-26T00:00:00Z
1319,CRTX,"Cortexyme, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001662774,BBG00BTK1DT8,BBG00BTK1DS9,2022-01-26T00:00:00Z
1320,CRU,Crucible Acquisition Corporation,stocks,us,XNYS,CS,True,usd,0001825497,BBG00Z9328K4,BBG00Z9329D0,2022-01-26T00:00:00Z
1321,CRUS,Cirrus Logic Inc,stocks,us,XNAS,CS,True,usd,0000772406,BBG000C1DHF5,BBG001S67J86,2022-01-26T00:00:00Z
1322,CRVL,Corvel Corp,stocks,us,XNAS,CS,True,usd,0000874866,BBG000CVKZY0,BBG001S72ZL8,2022-01-26T00:00:00Z
1323,CRVS,"Corvus Pharmaceuticals, Inc.",stocks,us,XNAS,CS,True,usd,0001626971,BBG009F0TGH8,BBG009F0TGJ6,2022-01-26T00:00:00Z
1324,CRWD,"CrowdStrike Holdings, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001535527,BBG00BLYKS03,BBG00BLYKRZ7,2022-01-26T00:00:00Z
1325,CRWS,Crown Crafts Inc,stocks,us,XNAS,CS,True,usd,0000025895,BBG000HHH6J1,BBG001SF22H8,2022-01-26T00:00:00Z
1326,CRXT,"Clarus Therapeutics Holdings, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001817944,BBG00Z6DQJL4,BBG00Z6DQKF8,2022-01-26T00:00:00Z
1327,CRZN,Corazon Capital V838 Monoceros Corp Class A Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001844635,,,2022-01-26T00:00:00Z
1328,CSBR,"Champions Oncology, Inc.",stocks,us,XNAS,CS,True,usd,0000771856,BBG000BYGPJ9,BBG001S5YHT9,2022-01-26T00:00:00Z
1329,CSCO,"Cisco Systems, Inc. Common Stock (DE)",stocks,us,XNAS,CS,True,usd,0000858877,BBG000C3J3C9,BBG001S6HC62,2022-01-26T00:00:00Z
1330,CSCW,Color Star Technology Co. Ltd. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001747661,,,2022-01-26T00:00:00Z
1331,CSGP,CoStar Group Inc,stocks,us,XNAS,CS,True,usd,0001057352,BBG000D7JKW9,BBG001SD3DY9,2022-01-26T00:00:00Z
1332,CSGS,CSG Systems International,stocks,us,XNAS,CS,True,usd,0001005757,BBG000G3TQV2,BBG001S8QQ76,2022-01-26T00:00:00Z
1333,CSII,"Cardiovascular Systems, Inc.",stocks,us,XNAS,CS,True,usd,0001180145,BBG000NWQ9S5,BBG001SQRWL6,2022-01-26T00:00:00Z
1334,CSIQ,Canadian Solar Inc. Common Shares (BC),stocks,us,XNAS,CS,True,usd,0001375877,BBG000K1J931,BBG001SPNJT3,2022-01-26T00:00:00Z
1335,CSL,"Carlisle Companies, Inc.",stocks,us,XNYS,CS,True,usd,0000790051,BBG000BGGBT8,BBG001S5Q6R4,2022-01-26T00:00:00Z
1336,CSLT,"CASTLIGHT HEALTH, INC.",stocks,us,XNYS,CS,True,usd,0001433714,BBG000PPNW55,BBG001T5TS83,2022-01-26T00:00:00Z
1337,CSPI,CSP Inc.,stocks,us,XNAS,CS,True,usd,0000356037,BBG000BGH994,BBG001S5Q756,2022-01-26T00:00:00Z
1338,CSQ,Calamos Strategic Total Return Fund,stocks,us,XNAS,CS,True,usd,0001275214,BBG000BT4RM5,BBG001SC0HR3,2022-01-26T00:00:00Z
1339,CSR,Centerspace,stocks,us,XNYS,CS,True,usd,0000798359,BBG000BVJ702,BBG001SB9ZW0,2022-01-26T00:00:00Z
1340,CSSE,"Chicken Soup for the Soul Entertainment, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0001679063,BBG00H5M1QT8,BBG00H5M1QV5,2022-01-26T00:00:00Z
1341,CSTA,Constellation Acquisition Corp I,stocks,us,XNYS,CS,True,usd,0001834032,,,2022-01-26T00:00:00Z
1342,CSTE,Caesarstone Ltd.,stocks,us,XNAS,CS,True,usd,0001504379,,,2022-01-26T00:00:00Z
1343,CSTL,"Castle Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001447362,BBG006YWVSR3,BBG006YWVSS2,2022-01-26T00:00:00Z
1344,CSTM,Constellium SE Class A Ordinary shares,stocks,us,XNYS,CS,True,usd,0001563411,,,2022-01-26T00:00:00Z
1345,CSTR,"CapStar Financial Holdings, Inc",stocks,us,XNAS,CS,True,usd,0001676479,BBG00CW88W83,BBG00CW88W92,2022-01-26T00:00:00Z
1346,CSV,"Carriage Services, Inc.",stocks,us,XNYS,CS,True,usd,0001016281,BBG000J06DW8,BBG001S9M5G4,2022-01-26T00:00:00Z
1347,CSWC,Capital Southwest Corp,stocks,us,XNAS,CS,True,usd,0000017313,BBG000BGJ661,BBG001S5Q7P4,2022-01-26T00:00:00Z
1348,CSWI,"CSW Industrials, Inc",stocks,us,XNAS,CS,True,usd,0001624794,BBG007NLG4L3,BBG007NLG4M2,2022-01-26T00:00:00Z
1349,CSX,CSX Corporation,stocks,us,XNAS,CS,True,usd,0000277948,BBG000BGJRC8,BBG001S5Q7Q3,2022-01-26T00:00:00Z
1350,CTAQ,Carney Technology Acquisition Corp. II Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001823634,BBG00XTVXMB0,BBG00XTVXMC9,2022-01-26T00:00:00Z
1351,CTAS,Cintas Corp,stocks,us,XNAS,CS,True,usd,0000723254,BBG000D2RM57,BBG001S7CRG1,2022-01-26T00:00:00Z
1352,CTBI,Community Trust Bancorp Inc,stocks,us,XNAS,CS,True,usd,0000350852,BBG000F4J227,BBG001S9F6J7,2022-01-26T00:00:00Z
1353,CTEK,"CynergisTek, Inc.",stocks,us,XASE,CS,True,usd,0001011432,BBG000DVFGS4,BBG001SK7K19,2022-01-26T00:00:00Z
1354,CTG,"Computer Task Group, Inc.",stocks,us,XNAS,CS,True,usd,0000023111,BBG000FM5JW2,BBG001S6TH95,2022-01-26T00:00:00Z
1355,CTGO,"Contango ORE, Inc.",stocks,us,XASE,CS,True,usd,0001502377,BBG0016YSLB7,BBG001TCN726,2022-01-26T00:00:00Z
1356,CTHR,Charles & Colvard Ltd,stocks,us,XNAS,CS,True,usd,0001015155,BBG000BW04L4,BBG001SBBZ20,2022-01-26T00:00:00Z
1357,CTIB,Yunhong CTI Ltd. Common Stock,stocks,us,XNAS,CS,True,usd,0001042187,BBG000BHFWZ4,BBG001S7PBS9,2022-01-26T00:00:00Z
1358,CTIC,CTI BioPharma Corp. (DE) Common Stock,stocks,us,XNAS,CS,True,usd,0000891293,BBG00C0L6KH7,BBG00JWV3M75,2022-01-26T00:00:00Z
1359,CTKB,"Cytek Biosciences, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001831915,BBG00D36Q0Z7,BBG00D36Q103,2022-01-26T00:00:00Z
1360,CTLP,"Cantaloupe, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0000896429,BBG000H825F3,BBG001S96MW7,2022-01-26T00:00:00Z
1361,CTLT,"CATALENT, INC.",stocks,us,XNYS,CS,True,usd,0001596783,BBG005XR47P5,BBG005XR47N7,2022-01-26T00:00:00Z
1362,CTMX,"CytomX Therapeutics, Inc.",stocks,us,XNAS,CS,True,usd,0001501989,BBG001J472L3,BBG001V0GS49,2022-01-26T00:00:00Z
1363,CTO,"CTO Realty Growth, Inc.",stocks,us,XNYS,CS,True,usd,0000023795,BBG00Y3M1H59,BBG00Y3M1H68,2022-01-26T00:00:00Z
1364,CTOS,"Custom Truck One Source, Inc.",stocks,us,XNYS,CS,True,usd,0001709682,BBG00HLCWDF2,BBG00HLCWDG1,2022-01-26T00:00:00Z
1365,CTRA,Coterra Energy Inc.,stocks,us,XNYS,CS,True,usd,0000858470,BBG000C3GN47,BBG001S6H6Y4,2022-01-26T00:00:00Z
1366,CTRE,"CARTRUST REIT, INC.",stocks,us,XNAS,CS,True,usd,0001590717,BBG005KC4Z70,BBG005KC4Z61,2022-01-26T00:00:00Z
1367,CTRM,Castor Maritime Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001720161,,,2022-01-26T00:00:00Z
1368,CTRN,"Citi Trends, Inc.",stocks,us,XNAS,CS,True,usd,0001318484,BBG000BRLWY6,BBG001SH4JL0,2022-01-26T00:00:00Z
1369,CTS,CTS Corporation,stocks,us,XNYS,CS,True,usd,0000026058,BBG000BGMC46,BBG001S5Q8Y2,2022-01-26T00:00:00Z
1370,CTSH,Cognizant Technology Solutions,stocks,us,XNAS,CS,True,usd,0001058290,BBG000BBDV81,BBG001S5STN6,2022-01-26T00:00:00Z
1371,CTSO,Cytosorbents Corp.,stocks,us,XNAS,CS,True,usd,0001175151,BBG000C3P8V0,BBG001SL7YQ0,2022-01-26T00:00:00Z
1372,CTT,"CATCHMARK TIMBER TRUST, INC.",stocks,us,XNYS,CS,True,usd,0001341141,BBG005CHGKM1,BBG005CHGKN0,2022-01-26T00:00:00Z
1373,CTV,Innovid Corp.,stocks,us,XNYS,CS,True,usd,0001835378,BBG00Z2Y0BH2,BBG00Z2Y0CF2,2022-01-26T00:00:00Z
1374,CTVA,"Corteva, Inc. Common Stock",stocks,us,XNYS,CS,True,usd,0001755672,BBG00BN969C1,BBG00BN969D0,2022-01-26T00:00:00Z
1375,CTXR,Citius Pharmaceuticals Inc. Common,stocks,us,XNAS,CS,True,usd,0001506251,BBG001QQH2N3,BBG001V1J7S4,2022-01-26T00:00:00Z
1376,CTXS,Citrix Systems Inc,stocks,us,XNAS,CS,True,usd,0000877890,BBG000FQ6PY6,BBG001S8M834,2022-01-26T00:00:00Z
1377,CUBA,Herzfeld Caribbean Basin Fund,stocks,us,XNAS,CS,True,usd,0000880406,BBG000CGFS75,BBG001S813G4,2022-01-26T00:00:00Z
1378,CUBE,CubeSmart,stocks,us,XNYS,CS,True,usd,0001298675,BBG000HF28Q9,BBG001SHP0D7,2022-01-26T00:00:00Z
1379,CUBI,CUSTOMERS BANCORP INC,stocks,us,XNYS,CS,True,usd,0001488813,BBG0023XX761,BBG0023XX770,2022-01-26T00:00:00Z
1380,CUE,"Cue Biopharma, Inc.",stocks,us,XNAS,CS,True,usd,0001645460,BBG00FVMPFN7,BBG00FVMPFP5,2022-01-26T00:00:00Z
1381,CUEN,Cuentas Inc. Common Stock,stocks,us,XNAS,CS,True,usd,0001424657,BBG000VG5L89,BBG001T2C4Z1,2022-01-26T00:00:00Z
1382,CULL,Cullman Bancorp Inc.,stocks,us,XNAS,CS,True,usd,0001845799,BBG010WX6GX2,BBG010WX6GY1,2022-01-26T00:00:00Z
1383,CULP,"Culp, Inc.",stocks,us,XNYS,CS,True,usd,0000723603,BBG000BFF550,BBG001S5PPQ4,2022-01-26T00:00:00Z
1384,CURI,CuriosityStream Inc. Class A Common Stock,stocks,us,XNAS,CS,True,usd,0001776909,BBG00QS5N3V4,BBG00QS5N3W3,2022-01-26T00:00:00Z
1385,CURO,CURO Group Holdings Corp.,stocks,us,XNYS,CS,True,usd,0001711291,BBG00443P5G4,BBG00443P5J1,2022-01-26T00:00:00Z
1386,CURV,Torrid Holdings Inc.,stocks,us,XNYS,CS,True,usd,0001792781,BBG011C0PCJ8,BBG011C0PDC3,2022-01-26T00:00:00Z
1387,CUTR,"Cutera, Inc.",stocks,us,XNAS,CS,True,usd,0001162461,BBG000BBRVR5,BBG001S668S9,2022-01-26T00:00:00Z
1388,CUZ,Cousins Properties Inc.,stocks,us,XNYS,CS,True,usd,0000025232,BBG000CW9BM7,BBG001S73MB7,2022-01-26T00:00:00Z
1389,CVAC,CureVac N.V. Ordinary Shares,stocks,us,XNAS,CS,True,usd,0001809122,,,2022-01-26T00:00:00Z
1390,CVBF,CVB Financial Corp,stocks,us,XNAS,CS,True,usd,0000354647,BBG000JTYFB2,BBG001SJ1SH4,2022-01-26T00:00:00Z
1391,CVCO,Cavco Industries Inc.,stocks,us,XNAS,CS,True,usd,0000278166,BBG000K4WS65,BBG001SJQBM8,2022-01-26T00:00:00Z
1392,CVCY,Central Valley Community Bancorp,stocks,us,XNAS,CS,True,usd,0001127371,BBG000MZYM65,BBG001SGH967,2022-01-26T00:00:00Z
1393,CVE,Cenovus Energy Inc.,stocks,us,XNYS,CS,True,usd,0001475260,BBG000FT86F1,BBG001T2PJV8,2022-01-26T00:00:00Z
1394,CVEO,Civeo Corporation,stocks,us,XNYS,CS,True,usd,0001590584,BBG009KJ2H24,BBG009KJ2H33,2022-01-26T00:00:00Z
1395,CVET,"Covetrus, Inc. Common Stock",stocks,us,XNAS,CS,True,usd,0001752836,BBG00KR691K8,BBG00KR691L7,2022-01-26T00:00:00Z
1396,CVGI,"Commercial Vehicle Group, Inc.",stocks,us,XNAS,CS,True,usd,0001290900,BBG000PZ0SW7,BBG001SLYY17,2022-01-26T00:00:00Z
1397,CVGW,Calavo Growers Inc,stocks,us,XNAS,CS,True,usd,0001133470,BBG000BGPQW1,BBG001S9FP96,2022-01-26T00:00:00Z
1398,CVI,"CVR ENERGY, INC.",stocks,us,XNYS,CS,True,usd,0001376139,BBG000CVBYV6,BBG001SM6PD2,2022-01-26T00:00:00Z
1399,CVII,Churchill Capital Corp VII,stocks,us,XNYS,CS,True,usd,0001828248,BBG00ZKGBLB3,BBG00ZKGBLC2,2022-01-26T00:00:00Z
1400,CVLG,"Covenant Logistics Group, Inc. Class A Common Stock",stocks,us,XNAS,CS,True,usd,0000928658,BBG000DNYKG5,BBG001S89TF0,2022-01-26T00:00:00Z
1401,CVLT,"Commault Systems, Inc.",stocks,us,XNAS,CS,True,usd,0001169561,BBG000BG88X9,BBG001S7R751,2022-01-26T00:00:00Z
1402,CVLY,Codorus Valley Bancorp Inc,stocks,us,XNAS,CS,True,usd,0000806279,BBG000BRYD38,BBG001S6YVJ7,2022-01-26T00:00:00Z
1403,CVM,Cel-Sci Corporation,stocks,us,XASE,CS,True,usd,0000725363,BBG000FQ0HL4,BBG001SBRBG1,2022-01-26T00:00:00Z
